Id,Name and Surname,Beginning year,Played until,Birthday,html
1765,Al Hairston,1969,1970,"December 11, 1945",/players/h/hairsal01.html
1766,Happy Hairston,1965,1975,"May 31, 1942",/players/h/hairsha01.html
1767,Lindsay Hairston,1976,1976,"December 8, 1951",/players/h/hairsli01.html
1768,Malik Hairston,2009,2010,"February 23, 1987",/players/h/hairsma01.html
1769,P.J. Hairston,2015,2016,"December 24, 1992",/players/h/hairspj02.html
1770,Marcus Haislip,2003,2010,"December 22, 1980",/players/h/haislma01.html
1771,Chick Halbert,1947,1951,"February 27, 1919",/players/h/halbech01.html
1772,Swede Halbrook,1961,1962,"January 30, 1933",/players/h/halbrsw01.html
1773,Bruce Hale,1949,1951,"August 30, 1918",/players/h/halebr01.html
1774,Hal Hale,1968,1968,"September 21, 1945",/players/h/haleha01.html
1775,Jack Haley,1989,1998,"January 27, 1964",/players/h/haleyja01.html
1776,Tyrese Haliburton,2021,2023,"February 29, 2000",/players/h/halibty01.html
1777,Shaler Halimon,1969,1973,"March 30, 1945",/players/h/halimsh01.html
1778,Devon Hall,2020,2020,"July 7, 1995",/players/h/hallde01.html
1779,Donta Hall,2020,2021,"August 7, 1997",/players/h/halldo01.html
1780,Jordan Hall,2023,2023,"January 14, 2002",/players/h/halljo02.html
1781,Josh Hall,2021,2021,"October 8, 2000",/players/h/halljo01.html
1782,Mike Hall,2007,2007,"June 5, 1984",/players/h/hallmi01.html
1783,Tyler Hall,2022,2022,"March 25, 1997",/players/h/hallty01.html
1784,Jeff Halliburton,1972,1973,"July 3, 1949",/players/h/hallije01.html
1785,Darvin Ham,1997,2005,"July 23, 1973",/players/h/hamda01.html
1786,Steve Hamer,1997,1997,"November 13, 1973",/players/h/hamerst01.html
1787,Dale Hamilton,1950,1950,"August 16, 1919",/players/h/hamilda01.html
1788,Daniel Hamilton,2018,2019,"August 8, 1995",/players/h/hamilda02.html
1789,Dennis Hamilton,1968,1971,"May 8, 1944",/players/h/hamilde01.html
1790,Joe Hamilton,1971,1976,"July 5, 1948",/players/h/hamiljo01.html
1791,Jordan Hamilton,2012,2016,"October 6, 1990",/players/h/hamiljo02.html
1792,Justin Hamilton,2014,2017,"April 1, 1990",/players/h/hamilju01.html
1793,Ralph Hamilton,1949,1949,"June 10, 1921",/players/h/hamilra01.html
1794,Richard Hamilton,2000,2013,"February 14, 1978",/players/h/hamilri01.html
1795,Roy Hamilton,1980,1981,"July 20, 1957",/players/h/hamilro01.html
1796,Steve Hamilton,1959,1960,"November 30, 1934",/players/h/hamilst01.html
1797,Tang Hamilton,2002,2002,"May 26, 1978",/players/h/hamilta01.html
1798,Thomas Hamilton,1996,2000,"April 3, 1975",/players/h/hamilth01.html
1799,Zendon Hamilton,2001,2006,"April 27, 1975",/players/h/hamilze01.html
1800,Geert Hammink,1994,1996,"July 12, 1969",/players/h/hammige01.html
1801,Julian Hammond,1968,1972,"May 27, 1943",/players/h/hammoju01.html
1802,Tom Hammonds,1990,2001,"March 27, 1967",/players/h/hammoto01.html
1803,A.J. Hammons,2017,2017,"August 27, 1992",/players/h/hammoaj01.html
1804,Joe Hamood,1968,1968,"September 7, 1943",/players/h/hamoojo01.html
1805,R.J. Hampton,2021,2023,"February 7, 2001",/players/h/hamptrj01.html
1806,Darrin Hancock,1995,1997,"November 3, 1971",/players/h/hancoda01.html
1807,Ben Handlogten,2004,2005,"November 16, 1973",/players/h/handlbe01.html
1808,Cecil Hankins,1947,1948,"January 6, 1922",/players/h/hankice01.html
1809,Phil Hankinson,1974,1975,"July 26, 1951",/players/h/hankiph01.html
1810,Dusty Hannahs,2019,2020,"September 2, 1993",/players/h/hannadu01.html
1811,Alex Hannum*,1950,1957,"July 19, 1923",/players/h/hannual01.html
1812,Don Hanrahan,1953,1953,"February 6, 1929",/players/h/hanrado01.html
1813,Rollen Hans,1954,1955,"April 13, 1931",/players/h/hansro01.html
1814,Ben Hansbrough,2013,2013,"December 23, 1987",/players/h/hansbbe01.html
1815,Tyler Hansbrough,2010,2016,"November 3, 1985",/players/h/hansbty01.html
1816,Bob Hansen,1984,1992,"January 18, 1961",/players/h/hansebo01.html
1817,Glenn Hansen,1976,1978,"April 21, 1952",/players/h/hansegl01.html
1818,Lars Hansen,1979,1979,"September 14, 1954",/players/h/hansela01.html
1819,Travis Hansen,2004,2004,"April 15, 1978",/players/h/hansetr01.html
1820,Reggie Hanson,1998,1998,"October 6, 1968",/players/h/hansore01.html
1821,Bill Hanzlik,1981,1990,"December 6, 1957",/players/h/hanzlbi01.html
1822,Luke Harangody,2011,2012,"January 2, 1988",/players/h/haranlu01.html
1823,Anfernee Hardaway,1994,2008,"July 18, 1971",/players/h/hardaan01.html
1824,Tim Hardaway*,1990,2003,"September 1, 1966",/players/h/hardati01.html
1825,Tim Hardaway Jr.,2014,2023,"March 16, 1992",/players/h/hardati02.html
1826,James Harden,2010,2023,"August 26, 1989",/players/h/hardeja01.html
1827,Reggie Harding,1964,1968,"May 4, 1942",/players/h/hardire01.html
1828,Charlie Hardnett,1963,1965,"September 13, 1938",/players/h/hardnch01.html
1829,Alan Hardy,1981,1982,"May 25, 1957",/players/h/hardyal01.html
1830,Darrell Hardy,1968,1968,,/players/h/hardyda01.html
1831,Jaden Hardy,2023,2023,"July 5, 2002",/players/h/hardyja02.html
1832,James Hardy,1979,1982,"December 1, 1956",/players/h/hardyja01.html
1833,Ira Harge,1968,1973,"March 14, 1941",/players/h/hargeir01.html
1834,John Hargis,1950,1951,"August 20, 1920",/players/h/hargijo01.html
1835,Maurice Harkless,2013,2022,"May 11, 1993",/players/h/harklma01.html
1836,Jerry Harkness,1964,1969,"May 7, 1940",/players/h/harknje01.html
1837,Skip Harlicka,1969,1969,"October 14, 1946",/players/h/harlisk01.html
1838,Jerome Harmon,1995,1995,"February 6, 1969",/players/h/harmoje01.html
1839,Derek Harper,1984,1999,"October 13, 1961",/players/h/harpede01.html
1840,Jared Harper,2020,2022,"September 14, 1997",/players/h/harpeja01.html
1841,Justin Harper,2012,2017,"August 30, 1989",/players/h/harpeju01.html
1842,Mike Harper,1981,1982,"December 9, 1957",/players/h/harpemi01.html
1843,Ron Harper,1987,2001,"January 20, 1964",/players/h/harpero01.html
1844,Ron Harper Jr.,2023,2023,"April 12, 2000",/players/h/harpero02.html
1845,Matt Harpring,1999,2009,"May 31, 1976",/players/h/harprma01.html
1846,Montrezl Harrell,2016,2023,"January 26, 1994",/players/h/harremo01.html
1847,Josh Harrellson,2012,2014,"February 12, 1989",/players/h/harrejo01.html
1848,Adam Harrington,2003,2003,"July 5, 1980",/players/h/harriad01.html
1849,Al Harrington,1999,2014,"February 17, 1980",/players/h/harrial01.html
1850,Junior Harrington,2003,2007,"October 2, 1980",/players/h/harriju01.html
1851,Othella Harrington,1997,2008,"January 31, 1974",/players/h/harriot01.html
1852,Art Harris,1969,1972,"January 13, 1947",/players/h/harriar01.html
1853,Bernie Harris,1975,1975,"November 26, 1950",/players/h/harribe01.html
1854,Billy Harris,1975,1975,"November 12, 1951",/players/h/harribi01.html
1855,Bob Harris,1950,1954,"March 16, 1927",/players/h/harribo01.html
1856,Chris Harris,1956,1956,"August 11, 1933",/players/h/harrich01.html
1857,Devin Harris,2005,2019,"February 27, 1983",/players/h/harride01.html
1858,Elias Harris,2014,2014,"July 6, 1989",/players/h/harriel01.html
1859,Gary Harris,2015,2023,"September 14, 1994",/players/h/harriga01.html
1860,Jalen Harris,2021,2021,"August 14, 1998",/players/h/harrija01.html
1861,Joe Harris,2015,2023,"September 6, 1991",/players/h/harrijo01.html
1862,Kevon Harris,2023,2023,"June 24, 1997",/players/h/harrike01.html
1863,Lucious Harris,1994,2005,"December 18, 1970",/players/h/harrilu01.html
1864,Manny Harris,2011,2017,"September 21, 1989",/players/h/harrima01.html
1865,Mike Harris,2008,2014,"June 15, 1983",/players/h/harrimi01.html
1866,Steve Harris,1986,1990,"October 15, 1963",/players/h/harrist01.html
1867,Terrel Harris,2012,2013,"August 10, 1987",/players/h/harrite01.html
1868,Tobias Harris,2012,2023,"July 15, 1992",/players/h/harrito02.html
1869,Tony Harris,1991,1995,"May 13, 1967",/players/h/harrito01.html
1870,Aaron Harrison,2016,2018,"October 28, 1994",/players/h/harriaa01.html
1871,Andrew Harrison,2017,2019,"October 28, 1994",/players/h/harrian01.html
1872,Bob Harrison,1950,1958,"August 12, 1927",/players/h/harribo02.html
1873,David Harrison,2005,2008,"August 15, 1982",/players/h/harrida01.html
1874,Shaquille Harrison,2018,2023,"October 6, 1993",/players/h/harrish01.html
1875,Jason Hart,2001,2010,"April 29, 1978",/players/h/hartja01.html
1876,Josh Hart,2018,2023,"March 6, 1995",/players/h/hartjo01.html
1877,Isaiah Hartenstein,2019,2023,"May 5, 1998",/players/h/harteis01.html
1878,Antonio Harvey,1994,2003,"July 6, 1970",/players/h/harvean01.html
1879,Donnell Harvey,2001,2005,"August 26, 1980",/players/h/harvedo01.html
1880,Scott Haskin,1994,1994,"September 19, 1970",/players/h/haskisc01.html
1881,Clem Haskins,1968,1976,"July 11, 1943",/players/h/haskicl01.html
1882,Udonis Haslem,2004,2023,"June 9, 1980",/players/h/hasleud01.html
1883,Trenton Hassell,2002,2010,"March 4, 1979",/players/h/hassetr01.html
1884,Billy Hassett,1950,1951,"October 21, 1921",/players/h/hassebi01.html
1885,Joe Hassett,1978,1983,"September 11, 1955",/players/h/hassejo01.html
1886,Scott Hastings,1983,1993,"June 3, 1960",/players/h/hastisc01.html
1887,Kirk Haston,2002,2003,"March 10, 1979",/players/h/hastoki01.html
1888,Vern Hatton,1959,1962,"January 13, 1936",/players/h/hattove01.html
1889,Sam Hauser,2022,2023,"December 8, 1997",/players/h/hausesa01.html
1890,John Havlicek*,1963,1978,"April 8, 1940",/players/h/havlijo01.html
1891,Spencer Hawes,2008,2017,"April 28, 1988",/players/h/hawessp01.html
1892,Steve Hawes,1975,1984,"May 26, 1950",/players/h/hawesst01.html
1893,Bubbles Hawkins,1976,1979,"June 30, 1954",/players/h/hawkiro01.html
1894,Connie Hawkins*,1968,1976,"July 17, 1942",/players/h/hawkico01.html
1895,Hersey Hawkins,1989,2001,"September 29, 1966",/players/h/hawkihe01.html
1896,Juaquin Hawkins,2003,2003,"July 2, 1973",/players/h/hawkiju01.html
1897,Marshall Hawkins,1950,1950,"August 3, 1924",/players/h/hawkima01.html
1898,Michael Hawkins,1997,2001,"October 28, 1972",/players/h/hawkimi01.html
1899,Tom Hawkins,1960,1969,"December 22, 1936",/players/h/hawkito01.html
1900,Nate Hawthorne,1974,1976,"January 15, 1950",/players/h/hawthna01.html
1901,Chuck Hayes,2006,2016,"June 11, 1983",/players/h/hayesch01.html
1902,Elvin Hayes*,1969,1984,"November 17, 1945",/players/h/hayesel01.html
1903,Jarvis Hayes,2004,2010,"August 9, 1981",/players/h/hayesja01.html
1904,Jaxson Hayes,2020,2023,"May 23, 2000",/players/h/hayesja02.html
1905,Jim Hayes,1971,1971,"February 18, 1948",/players/h/hayesji01.html
1906,Killian Hayes,2021,2023,"July 27, 2001",/players/h/hayeski01.html
1907,Nigel Hayes,2018,2018,"December 16, 1994",/players/h/hayesni01.html
1908,Steve Hayes,1982,1986,"August 2, 1955",/players/h/hayesst01.html
1909,Gordon Hayward,2011,2023,"March 23, 1990",/players/h/haywago01.html
1910,Lazar Hayward,2011,2013,"November 26, 1986",/players/h/haywala01.html
1911,Brendan Haywood,2002,2015,"November 27, 1979",/players/h/haywobr01.html
1912,Spencer Haywood*,1970,1983,"April 22, 1949",/players/h/haywosp01.html
1913,John Hazen,1949,1949,"March 2, 1927",/players/h/hazenjo01.html
1914,Walt Hazzard,1965,1974,"April 15, 1942",/players/a/abdulma01.html
1915,Luther Head,2006,2011,"November 26, 1982",/players/h/headlu01.html
1916,Shane Heal,1997,2004,"September 6, 1970",/players/h/healsh01.html
1917,Brian Heaney,1970,1970,"September 3, 1946",/players/h/heanebr01.html
1918,Gar Heard,1971,1981,"May 3, 1948",/players/h/heardga01.html
1919,Reggie Hearn,2018,2018,"August 14, 1991",/players/h/hearnre01.html
1920,Herm Hedderick,1955,1955,"January 10, 1930",/players/h/heddehe01.html
1921,Alvin Heggs,1996,1996,"December 12, 1967",/players/h/heggsal01.html
1922,Tom Heinsohn*,1957,1965,"August 26, 1934",/players/h/heinsto01.html
1923,Dick Hemric,1956,1957,"August 29, 1933",/players/h/hemridi01.html
1924,Alan Henderson,1996,2007,"December 2, 1972",/players/h/hendeal01.html
1925,Cedric Henderson,1987,1987,"October 3, 1965",/players/h/hendece01.html
1926,Cedric Henderson,1998,2002,"March 11, 1975",/players/h/hendece02.html
1927,Dave Henderson,1988,1988,"July 21, 1964",/players/h/hendeda01.html
1928,Gerald Henderson,1980,1992,"January 16, 1956",/players/h/hendege01.html
1929,Gerald Henderson,2010,2017,"December 9, 1987",/players/h/hendege02.html
1930,J.R. Henderson,1999,1999,"October 30, 1976",/players/h/hendejr01.html
1931,Jerome Henderson,1986,1987,"October 5, 1959",/players/h/hendeje01.html
1932,Kevin Henderson,1987,1988,"March 22, 1964",/players/h/hendeke01.html
1933,Tom Henderson,1975,1983,"January 26, 1952",/players/h/hendeto01.html
1934,Mark Hendrickson,1997,2000,"June 23, 1974",/players/h/hendrma01.html
1935,Larry Hennessy,1956,1957,"May 20, 1929",/players/h/hennela01.html
1936,Don Henriksen,1953,1955,"October 10, 1929",/players/h/henrido01.html
1937,Aaron Henry,2022,2022,"August 30, 1999",/players/h/henryaa01.html
1938,Al Henry,1971,1972,"February 9, 1949",/players/h/henryal01.html
1939,Bill Henry,1949,1950,"December 27, 1924",/players/h/henrybi01.html
1940,Carl Henry,1986,1986,"August 16, 1960",/players/h/henryca01.html
1941,Conner Henry,1987,1988,"July 21, 1963",/players/h/henryco01.html
1942,Myke Henry,2018,2018,"December 23, 1992",/players/h/henrymy01.html
1943,Skeeter Henry,1994,1994,"December 8, 1967",/players/h/henrysk01.html
1944,Xavier Henry,2011,2015,"March 15, 1991",/players/h/henryxa01.html
1945,John Henson,2013,2020,"December 28, 1990",/players/h/hensojo01.html
1946,Steve Henson,1991,1999,"February 2, 1968",/players/h/hensost01.html
1947,Charlie Hentz,1971,1971,"September 13, 1947",/players/h/hentzch01.html
1948,Bill Herman,1950,1950,"May 17, 1924",/players/h/hermabi01.html
1949,Kleggie Hermsen,1947,1953,"March 12, 1923",/players/h/hermskl01.html
1950,Dewan Hernandez,2020,2020,"December 9, 1996",/players/h/hernade01.html
1951,Juancho Hernangómez,2017,2023,"September 28, 1995",/players/h/hernaju01.html
1952,Willy Hernangómez,2017,2023,"May 27, 1994",/players/h/hernawi01.html
1953,Chris Herren,2000,2001,"September 27, 1975",/players/h/herrech01.html
1954,Carl Herrera,1992,1999,"December 14, 1966",/players/h/herreca01.html
1955,Walter Herrmann,2007,2009,"June 26, 1979",/players/h/herrmwa01.html
1956,Tyler Herro,2020,2023,"January 20, 2000",/players/h/herroty01.html
1957,Keith Herron,1979,1982,"June 14, 1956",/players/h/herroke01.html
1958,Sonny Hertzberg,1947,1951,"July 29, 1922",/players/h/hertzso01.html
1959,Kevin Hervey,2020,2020,"July 9, 1996",/players/h/herveke01.html
1960,Dan Hester,1971,1971,"November 8, 1948",/players/h/hesteda01.html
1961,Fred Hetzel,1966,1971,"July 21, 1942",/players/h/hetzefr01.html
1962,Bill Hewitt,1969,1975,"August 8, 1944",/players/h/hewitbi01.html
1963,Jack Hewson,1948,1948,"September 7, 1924",/players/h/hewsoja01.html
1964,Art Heyman,1964,1970,"June 24, 1941",/players/h/heymaar01.html
1965,Mario Hezonja,2016,2020,"February 25, 1995",/players/h/hezonma01.html
1966,Roy Hibbert,2009,2017,"December 11, 1986",/players/h/hibbero01.html
1967,Nat Hickey,1948,1948,"January 30, 1902",/players/h/hickena01.html
1968,Isaiah Hicks,2018,2019,"July 24, 1994",/players/h/hicksis01.html
1969,Phil Hicks,1977,1979,"January 31, 1953",/players/h/hicksph01.html
1970,J.J. Hickson,2009,2016,"September 4, 1988",/players/h/hicksjj01.html
1971,Buddy Hield,2017,2023,"December 17, 1992",/players/h/hieldbu01.html
1972,Bill Higgins,1975,1975,"December 15, 1952",/players/h/higgibi01.html
1973,Cory Higgins,2012,2013,"June 14, 1989",/players/h/higgico01.html
1974,Earle Higgins,1971,1971,"December 30, 1946",/players/h/higgiea01.html
1975,Mike Higgins,1990,1991,"February 17, 1967",/players/h/higgimi01.html
1976,Rod Higgins,1983,1995,"January 31, 1960",/players/h/higgiro01.html
1977,Sean Higgins,1991,1998,"December 30, 1968",/players/h/higgise01.html
1978,Kenny Higgs,1979,1982,"January 31, 1955",/players/h/higgske01.html
1979,Johnny High,1980,1984,"April 25, 1957",/players/h/highjo01.html
1980,Haywood Highsmith,2019,2023,"December 9, 1996",/players/h/highsha01.html
1981,Wayne Hightower,1963,1972,"January 14, 1940",/players/h/hightwa01.html
1982,Nenê,2003,2019,"September 13, 1982",/players/h/hilarne01.html
1983,Armond Hill,1977,1984,"March 31, 1953",/players/h/hillar01.html
1984,Cleo Hill,1962,1962,"May 24, 1938",/players/h/hillcl01.html
1985,Gary Hill,1964,1965,"October 7, 1941",/players/h/hillga01.html
1986,George Hill,2009,2023,"May 4, 1986",/players/h/hillge01.html
1987,Grant Hill*,1995,2013,"October 5, 1972",/players/h/hillgr01.html
1988,Jordan Hill,2010,2017,"July 27, 1987",/players/h/hilljo01.html
1989,Malcolm Hill,2022,2023,"October 26, 1995",/players/h/hillma01.html
1990,Simmie Hill,1970,1974,"November 14, 1946",/players/h/hillsi01.html
1991,Solomon Hill,2014,2022,"March 18, 1991",/players/h/hillso01.html
1992,Steven Hill,2009,2009,"November 14, 1985",/players/h/hillst01.html
1993,Tyrone Hill,1991,2004,"March 19, 1968",/players/h/hillty01.html
1994,Art Hillhouse,1947,1948,"June 12, 1916",/players/h/hillhar01.html
1995,Darrun Hilliard,2016,2018,"April 13, 1993",/players/h/hillida01.html
1996,Darnell Hillman,1972,1980,"August 29, 1949",/players/h/hillmda01.html
1997,Fred Hilton,1972,1973,"January 15, 1948",/players/h/hiltofr01.html
1998,Kirk Hinrich,2004,2016,"January 2, 1981",/players/h/hinriki01.html
1999,Roy Hinson,1984,1991,"May 2, 1961",/players/h/hinsoro01.html
2000,Nate Hinton,2021,2022,"June 8, 1999",/players/h/hintona01.html
2001,Mel Hirsch,1947,1947,"July 31, 1921",/players/h/hirscme01.html
2002,Lew Hitch,1952,1957,"July 16, 1929",/players/h/hitchle01.html
2003,Robert Hite,2007,2007,"January 12, 1984",/players/h/hitero01.html
2004,Jaylen Hoard,2020,2022,"March 30, 1999",/players/h/hoardja01.html
2005,Darington Hobson,2012,2012,"September 29, 1987",/players/h/hobsoda01.html
2006,Donald Hodge,1992,1996,"February 25, 1969",/players/h/hodgedo01.html
2007,Julius Hodge,2006,2007,"November 18, 1983",/players/h/hodgeju01.html
2008,Craig Hodges,1983,1992,"June 27, 1960",/players/h/hodgecr01.html
2009,Charlie Hoefer,1947,1948,"September 16, 1921",/players/h/hoefech01.html
2010,Paul Hoffman,1948,1955,"April 12, 1925",/players/h/hoffmpa01.html
2011,Bob Hogsett,1967,1968,"January 29, 1941",/players/h/hogsebo01.html
2012,Paul Hogue,1963,1964,"April 28, 1940",/players/h/hoguedu01.html
2013,Fred Hoiberg,1996,2005,"October 15, 1972",/players/h/hoibefr01.html
2014,Doug Holcomb,1949,1949,"February 9, 1925",/players/h/holcodo01.html
2015,Randy Holcomb,2006,2006,"August 8, 1979",/players/h/holcora01.html
2016,Aaron Holiday,2019,2023,"September 30, 1996",/players/h/holidaa01.html
2017,Jrue Holiday,2010,2023,"June 12, 1990",/players/h/holidjr01.html
2018,Justin Holiday,2013,2023,"April 5, 1989",/players/h/holidju01.html
2019,Brad Holland,1980,1982,"December 6, 1956",/players/h/hollabr01.html
2020,Joe Holland,1950,1952,"September 26, 1925",/players/h/hollajo01.html
2021,John Holland,2018,2019,"November 6, 1988",/players/h/hollajo02.html
2022,Wilbur Holland,1976,1979,"November 8, 1951",/players/h/hollawi01.html
2023,Lionel Hollins,1976,1985,"October 19, 1953",/players/h/hollili01.html
2024,Ryan Hollins,2007,2016,"October 10, 1984",/players/h/holliry01.html
2025,Essie Hollis,1979,1979,"May 16, 1955",/players/h/hollies01.html
2026,Rondae Hollis-Jefferson,2016,2021,"January 3, 1995",/players/h/holliro01.html
2027,Dennis Holman,1968,1968,"October 8, 1945",/players/h/holmade01.html
2028,Richaun Holmes,2016,2023,"October 15, 1993",/players/h/holmeri01.html
2029,Jim Holstein,1953,1956,"September 24, 1930",/players/h/holstji01.html
2030,A.W. Holt,1971,1971,"August 26, 1946",/players/h/holtaw01.html
